driver_id,total_fare,avg_distance
31,448.98,22.436666666666667
85,229.55,18.05666666666667
65,198.5,25.51666666666667
53,114.84,25.349999999999998
78,165.58999999999997,26.48
34,102.27,49.35
81,251.82,34.29
28,165.39,9.145
76,421.11,34.13
26,165.60999999999999,14.51
27,79.46000000000001,30.086666666666662
44,420.33000000000004,20.578333333333333
12,217.72,18.823333333333334
91,237.86,13.425
22,486.47999999999996,34.506
93,285.93,24.166666666666668
47,21.44,26.98
1,38.49,4.84
52,110.74,10.97
13,217.99,18.96
16,126.39,25.23
6,163.82,34.25666666666667
86,371.57000000000005,24.496000000000002
3,190.19,25.205
40,145.64,29.89
20,304.65,26.080000000000002
94,391.19,20.688333333333333
54,357.03999999999996,22.415000000000003
5,153.65,19.12
19,166.59,11.475
92,172.4,26.035
64,412.59,24.054
41,151.38,32.050000000000004
15,367.8299999999999,23.868000000000002
43,158.08999999999997,29.98333333333333
37,252.32,37.3325
61,173.37,23.675
88,248.26,11.106666666666667
9,190.46,24.35
17,67.16,41.49333333333333
72,235.04000000000002,37.519999999999996
35,116.56,16.09
59,333.36,28.677500000000002
100,48.6,21.16
8,157.77,21.649999999999995
39,168.62,21.080000000000002
23,452.77000000000004,34.37833333333333
49,697.7099999999999,17.197142857142858
84,181.97,32.120000000000005
87,76.7,48.29
51,277.86,36.73
69,462.5,27.910000000000004
97,142.34,11.18
63,140.56,11.34
10,183.91,19.04
77,74.49,24.81
50,237.83,17.265
45,461.53,41.6125
38,326.87,22.144999999999996
82,255.65,23.575
80,175.86,16.53
73,188.26999999999998,16.015
25,302.90999999999997,22.7
24,169.32,18.535
70,202.83,13.274999999999999
62,151.55,41.769999999999996
95,295.78,27.956666666666667
29,424.45,26.34166666666667
21,199.32999999999998,14.233333333333333
98,255.31,10.0175
90,506.9,17.895000000000003
32,298.9,20.855
60,199.63,21.366666666666664
75,259.17,18.203999999999997
56,220.07999999999998,35.86
58,6.17,33.79
33,396.82000000000005,24.583333333333332
11,90.51,25.9
83,134.59,10.08
68,192.32,19.535
71,115.25,21.990000000000002
14,294.61,28.703333333333333
42,36.1,39.97
79,320.03000000000003,6.982500000000001
2,503.76,26.26
30,173.76999999999998,22.57
99,101.83,10.43
66,389.94,28.740000000000002
67,541.6800000000001,31.803999999999995
46,52.18,26.47
18,103.79,32.245
74,235.81,28.9
36,193.45,38.27
89,110.5,14.83
